id,subj2_war,subj2_adventure,subj2_comedy,subj2_biography,subj2_romance,subj2_drama,subj2_fantasy,subj2_family,subj2_sciencefiction,subj2_action,subj2_thriller,subj2_western,subj2_horror,subj2_mystery,subj2_crime,subj2_history,subj2_periodicals,subj2_others,speed,sentiment_avg,sentiment_vol,wordcount
PG10268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22159392,0.18991999,0.004482414,47797
PG1027,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18686785,0.11795,0.005517944,93883
PG1028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20367244,0.14318,0.005511617,87970
PG1029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24660252,0.1069,0.003814813,51177
PG103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22833857,0.11988,0.002951639,62370
PG10315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15886267,0.1648,0.007066666,142108
PG10316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23426589,0.12313,0.004027682,45657
PG10317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23123907,0.13586,0.003052879,42267
PG10318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.272127,0.17191,0.002825829,28428
PG10319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22896188,0.12577,0.002882383,47095
PG1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.32918531,0.15173,0.001676281,17153
PG10320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.30214077,0.14308999,0.002710649,23091
PG10321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19853957,0.12185,0.003956374,53474
PG10322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18976925,0.14590999,0.007757155,107513
PG10323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22287101,0.11623,0.006531332,54041
PG10327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18703794,0.13846999,0.006027959,93194
PG10329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.37437397,0.10013,0.002670796,13989
PG1033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30222583,0.13917001,0.002465474,27121
PG10330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15059757,0.1441,0.009389844,172266
PG10331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.44424981,0.12503,0.001424851,12212
PG10332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.43562096,0.12444,0.000665441,12108
PG10337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.31282926,0.10451,0.001888268,24338
PG10339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20504525,0.095430002,0.004470242,78167
PG10340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20089747,0.13228001,0.00510154,66256
PG10342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.20951904,0.11722,0.003907564,73371
PG10358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18184009,0.14300001,0.004958413,86388
PG10359,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.22922984,0.14727999,0.002854925,48794
PG1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21656294,0.09702,0.003351496,84707
PG10363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16249032,0.14989001,0.005915847,140008
PG10364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19810852,0.14898001,0.005952127,93919
PG10365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14922628,0.17842001,0.005604522,149248
PG10368,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25096238,0.14441,0.002889454,37962
PG10370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.20851776,0.12767,0.00593343,94464
PG10372,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18753585,0.13366,0.005228129,83166
PG10375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.21206358,0.1979,0.007851351,79460
PG10377,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24562262,0.13089,0.003546649,45793
PG10379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15588026,0.16438,0.007460839,148471
PG10380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18621758,0.12987,0.009487876,164725
PG10387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.21454696,0.12531,0.004158428,82388
PG10391,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.22008033,0.13798,0.003958926,66187
PG10394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24893817,0.12461,0.004171265,48147
PG10396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23457192,0.12756,0.003318178,46114
PG10397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23181516,0.1487,0.003895744,46837
PG10402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20233294,0.11937,0.004392952,58660
PG10410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20126422,0.13603,0.005197792,70191
PG10419,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.27208462,0.13941,0.004447176,35870
PG10422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24540719,0.12571,0.002996921,47877
PG10429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24388048,0.13118,0.002246016,36770
PG10432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2167763,0.15101001,0.003602621,51268
PG10433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22902134,0.14559001,0.002918266,59865
PG10434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.15483372,0.14063001,0.007151002,162132
PG10436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2519758,0.13600001,0.004198036,36536
PG10438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17819411,0.15281001,0.007105915,96110
PG1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.38568354,0.14568999,0.001919458,14692
PG10440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22283985,0.12392,0.004029986,62688
PG10441,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.23889774,0.14775001,0.003961966,47550
PG10446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20722477,0.10682,0.005001194,74274
PG10449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19755495,0.13075,0.006024506,102346
PG10452,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18936042,0.16382,0.005318237,77450
PG10455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20089975,0.17204,0.005941781,101976
PG10458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.29944596,0.089249998,0.00145265,24593
PG10462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.16855383,0.16904999,0.006860007,108105
PG10463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26474401,0.13495,0.003690036,34259
PG10465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23529284,0.13565999,0.005330061,40004
PG10466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28739765,0.15396,0.00324222,27179
PG10468,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.2384748,0.16551,0.003157046,42391
PG1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16541474,0.13525,0.006657294,143457
PG10471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17953624,0.15829,0.006214116,110839
PG10473,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.19708315,0.10662,0.004234432,87277
PG10474,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.19410574,0.14184999,0.003786788,76933
PG10475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.40491781,0.12344,0.000797148,12154
PG10476,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.20552969,0.12921,0.006049755,93640
PG1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24467386,0.14105999,0.005542685,54331
PG10489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.17305963,0.15448999,0.00801445,127274
PG10496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21119212,0.13804001,0.003646395,66224
PG105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17574744,0.16867,0.005279998,82944
PG10508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23382913,0.13886,0.00291858,41801
PG1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19428521,0.13417,0.004512563,78133
PG10511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16624884,0.13541,0.005020517,109032
PG10513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.35885388,0.10099,0.001222014,16407
PG10519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20458859,0.17637999,0.008620358,78847
PG10521,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.18820456,0.13672,0.005400934,99957
PG1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20036413,0.11546,0.003753174,60507
PG10538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20885123,0.1477,0.00458597,81902
PG10540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19870095,0.1488,0.004225242,71585
PG10542,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.21864815,0.093999997,0.005243232,59596
PG10545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14880475,0.12327,0.006112355,167276
PG10547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
PG10548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26182309,0.14030001,0.002812147,36524
PG10549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17181529,0.16114999,0.006137309,124019
PG1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19576466,0.11973,0.004489033,69888
PG10551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23084079,0.11965,0.002465185,50927
PG10552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25481123,0.12217,0.002951708,42917
PG10554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18446903,0.14315,0.005080517,72950
PG10558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17782341,0.13805,0.00879853,137624
PG10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19198805,0.18957999,0.008224183,104617
PG10561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22968319,0.13138001,0.003032121,42532
PG10576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19691798,0.13098,0.003434759,49620
PG10579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25196451,0.12131,0.003387711,45617
PG10581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.22612725,0.12039,0.00311157,56213
PG10584,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.19739959,0.13319001,0.002817838,45065
PG10586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.220649,0.11985,0.003793276,53598
PG1059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22768524,0.10994,0.002845618,64834
PG10599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23961996,0.11627,0.002631929,42545
PG106,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20985445,0.1025,0.00430469,73714
PG10608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31223103,0.11633,0.002312359,26929
PG10609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16734642,0.17791,0.009701609,203953
PG10617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.36707473,0.10611,0.003493081,14066
PG10618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21048589,0.10207,0.00353469,69602
PG10624,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.19497818,0.11927,0.003820853,66367
PG10628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25113386,0.14703999,0.003894801,36323
PG1063,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,
PG10630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.17802911,0.17227,0.008351306,156131
PG10643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18900044,0.13115001,0.005010753,108902
PG10658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18118955,0.13613001,0.005354602,105159
PG10659,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.21449354,0.12295,0.003119528,47864
PG10662,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14264666,0.14357001,0.01271785,195785
PG10667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22631063,0.14854001,0.005430587,74353
PG10676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.18545325,0.13891,0.00660884,114134
PG10679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2353511,0.13402,0.004655832,53888
PG1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13226493,0.12445,0.006386795,206100
PG10690,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33253682,0.1804,0.003972074,19033
PG10696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23355326,0.11112,0.003590053,51642
PG10698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20840098,0.12896,0.002644884,46173
PG10699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16145355,0.16564,0.012918059,163793
PG107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16757457,0.12513,0.007080599,136528
PG10709,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.28730914,0.09663,0.002307191,32003
PG10712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.18397202,0.10859,0.004561543,135918
PG10714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23977323,0.15004,0.004291063,36981
PG10718,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.20258132,0.14907999,0.005747484,82540
PG10719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.40523589,0.15113001,0.000932472,12665
PG10720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17980857,0.14466999,0.007770599,119252
PG10723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31300706,0.16338,0.002711665,27415
PG10724,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.23279148,0.15620001,0.004115415,44737
PG10726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.32076553,0.081730001,0.001556867,25662
