id,subj2_war,subj2_adventure,subj2_comedy,subj2_biography,subj2_romance,subj2_drama,subj2_fantasy,subj2_family,subj2_sciencefiction,subj2_action,subj2_thriller,subj2_western,subj2_horror,subj2_mystery,subj2_crime,subj2_history,subj2_periodicals,subj2_others,speed,sentiment_avg,sentiment_vol,wordcount
PG13010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16253982,0.13996001,0.00688274,148219
PG13017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21013789,0.15707,0.005283707,80207
PG13019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22906403,0.16001,0.006529582,63365
PG13020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23959367,0.11038,0.003296212,51116
PG13028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18847463,0.15887,0.010610995,186210
PG1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19522259,0.12387,0.005302597,100444
PG13030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17039338,0.12286,0.007162435,167299
PG13034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20976445,0.12515999,0.003958952,61902
PG13035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.29857486,0.19637001,0.002280593,21808
PG13053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.28421253,0.1507,0.002640366,31387
PG13054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.20179632,0.11341,0.004934837,69592
PG13056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16529566,0.13477001,0.007169953,176502
PG13057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22088867,0.11726,0.002914137,52750
PG13058,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.17199732,0.10715,0.005560824,124718
PG13060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24551085,0.15394001,0.003329781,43728
PG13061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.21359777,0.13957,0.006413084,81284
PG1307,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18618178,0.16429999,0.006703495,96452
PG13071,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19389556,0.15107,0.003895194,73829
PG13077,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18512268,0.12456,0.004794098,96000
PG13087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.29104623,0.12082,0.004761917,29006
PG13088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.22881432,0.15020999,0.004427861,48382
PG13090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4127506,0.12818,0.000688353,12431
PG13091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18238933,0.11908,0.004965446,94552
PG13094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20409435,0.10983,0.00386218,79326
PG131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25172159,0.13786,0.007236018,56910
PG1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21290079,0.12323,0.003287844,64794
PG13102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.15963332,0.14743,0.007475184,162493
PG13108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.41455641,0.14391001,0.000726009,12189
PG13110,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.23845281,0.15504,0.00346987,46448
PG13113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4064818,0.16782001,0.000715961,12075
PG13114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2544041,0.13477001,0.002170754,33975
PG13116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.22065845,0.13924,0.00540048,80351
PG1312,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.17271969,0.12515,0.004350523,118298
PG13123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.208066,0.14030001,0.003741167,63200
PG13126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24606904,0.17306,0.004019694,42751
PG1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25585291,0.099529997,0.001701893,43402
PG13131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.35520893,0.13809,0.001139312,15204
PG13135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.23401296,0.10764,0.002376036,41580
PG1314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.19706915,0.13493,0.003610769,71994
PG13141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19193067,0.14210001,0.00518421,76476
PG13145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.22058511,0.12838,0.004219636,71922
PG13146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32433364,0.14036,0.002641911,20796
PG13148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16252381,0.1192,0.008254275,218242
PG13152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.16711901,0.12980001,0.005408636,135840
PG13154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.20290773,0.14683001,0.005481211,79053
PG13158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21988763,0.142,0.005243582,54612
PG13159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14683725,0.15301999,0.010338274,247189
PG13162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28224331,0.2245,0.005237858,26773
PG13168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22530243,0.08862,0.005778908,75023
PG13169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18104887,0.14101,0.005431602,119278
PG13178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19208218,0.12085,0.003397845,71775
PG13180,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23886994,0.15876999,0.004674618,52807
PG13183,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1586286,0.14759,0.007192416,152481
PG13191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19168395,0.18982001,0.008206137,96263
PG13195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.21512093,0.1356,0.005167533,72040
PG13199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.41869003,0.15569,0.000435165,11273
PG13201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1565817,0.13969,0.008065174,177219
PG13209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19186577,0.16335,0.004350359,63988
PG13212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1851227,0.13214,0.004447588,95461
PG13215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21299724,0.13428999,0.003890555,77606
PG13218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15957613,0.15188,0.007632996,150913
PG13220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20588931,0.15906,0.01071989,179424
PG13226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.24276839,0.12802,0.003698653,56409
PG13227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.21277186,0.14957,0.003568302,57851
PG13234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19516286,0.15083,0.004170409,70893
PG13238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22467293,0.16529,0.005587457,54492
PG13240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12113306,0.13515,0.004878506,202207
PG13241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.27468452,0.15527,0.00252044,31442
PG13242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.21265516,0.15343,0.005860606,78398
PG13243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18759127,0.13319001,0.007429497,97554
PG13246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14405502,0.15087999,0.007388349,195879
PG13250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21897726,0.14335001,0.002074571,39257
PG13251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22302353,0.13276,0.002671865,39347
PG13257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2018667,0.13961001,0.006378626,102747
PG13260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15156534,0.18753999,0.00797921,170470
PG13261,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17913507,0.13330001,0.005754775,103600
PG13268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17447151,0.19373,0.008802913,119757
PG1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23963313,0.15173,0.003214058,48550
PG13273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22352196,0.13378,0.003406303,54854
PG13276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19843911,0.10328,0.004945824,107955
PG13278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.30129892,0.13051,0.003161148,29089
PG13282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25939068,0.14902,0.002861279,32027
PG13288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25067648,0.13865,0.002040004,32022
PG13289,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.23517856,0.14122,0.003966573,55058
PG1329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.18774074,0.11802,0.005292023,91654
PG13290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.24439311,0.13090999,0.004002754,60528
PG13292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26270553,0.10836,0.003309033,44540
PG13293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23774168,0.13342001,0.002660039,48985
PG13294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3166241,0.25248,0.006207282,29805
PG13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17965934,0.16974001,0.008906182,173158
PG13298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23842372,0.1657,0.004576282,49142
PG133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16608109,0.13293,0.00494601,117329
PG1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG13302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG13304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.23386295,0.12517001,0.0039447,56283
PG13305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.21302557,0.13051,0.004341437,74357
PG13307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20006785,0.11101,0.004782143,83082
PG13312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19463009,0.13953,0.005362885,84871
PG13314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21252389,0.17256001,0.005429535,49209
PG13315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17574394,0.10642,0.005221099,115376
PG1332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.36922652,0.11551,0.00146823,15782
PG13334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2033398,0.10945,0.003910644,76015
PG13337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.23282884,0.12572999,0.003833649,47109
PG1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16338003,0.14839999,0.006249547,133901
PG13340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20794751,0.15794,0.006193542,81572
PG13343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16709054,0.12228,0.004473162,123800
PG13344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG13345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.18731968,0.12022,0.004438495,96507
PG13349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20300613,0.10353,0.005415686,112422
PG13354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19185951,0.11618,0.004146117,96986
PG13355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31594533,0.19997001,0.002308606,22475
PG13356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17876787,0.13022,0.006509786,97058
PG13359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.41137299,0.13985001,0.000641553,11493
PG13375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.21666969,0.12423,0.003702293,74202
PG13379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2025149,0.19168,0.006237045,63330
PG13382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.39048374,0.14453,0.000494227,11251
PG13384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21029034,0.10444,0.005683055,86273
PG13387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.15938553,0.17471001,0.008533028,163015
PG13396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19510691,0.15797,0.00490512,71110
PG134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG13404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19467483,0.15798,0.005092733,74195
PG13405,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.17863008,0.12082,0.006122829,149363
PG13409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22096252,0.12037,0.005007616,65897
PG13412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23513976,0.11921,0.004693634,55876
PG13413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21025623,0.13349,0.005520311,68976
PG13414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22894992,0.12312,0.005012279,62290
PG13415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21386676,0.13767999,0.005528788,71018
PG13416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20300633,0.13555001,0.0067571,71224
PG13417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23536509,0.093390003,0.00278341,60815
PG13418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20853241,0.11507,0.005394072,72484
PG13419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21539912,0.10534,0.005336088,76374
PG1342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1533507,0.17012,0.006554583,119035
PG13423,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2606715,0.16313,0.002725289,34913
PG13424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21184604,0.15087,0.003641775,75542
PG13432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20997219,0.17073999,0.003978695,56781
PG13438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18783595,0.1067,0.004350523,98893
PG1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG13440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.21464606,0.12784,0.004300991,82199
PG1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.29282919,0.13969,0.001707638,25246
PG13450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21544412,0.14925,0.003779506,52878
PG13453,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15795405,0.13971999,0.005716922,148209
PG13454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16926911,0.12871,0.007032407,168765
PG13455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22763214,0.11186,0.005906492,50918
PG13457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19669305,0.14839,0.006944105,111463
PG13459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20771599,0.11028,0.004323893,71514
PG13461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15460287,0.16076,0.006851032,109617
PG13470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.36360726,0.16965,0.001709609,15355
PG13472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25203568,0.11323,0.004587838,39129
PG1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23170176,0.14142001,0.003198019,52737
PG13495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4311468,0.11363,0.000650085,11353
PG13496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25477353,0.14353,0.002266906,32603
PG13497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1505184,0.15872,0.007744281,143938
PG13498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21228892,0.12820999,0.003925617,71949
PG13499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20272747,0.11406,0.00522727,111150
PG135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13271934,0.10972,0.017663989,558175
PG1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.18730292,0.14503001,0.006887141,100493
PG13500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19551998,0.15583,0.005670798,72088
PG13501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16533805,0.14287999,0.004907241,113782
PG13505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21857151,0.12875,0.005219164,71584
PG13506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.41129184,0.16055,0.001261858,11562
PG13508,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.27378273,0.085620001,0.001917384,34458
PG13511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25595915,0.12309,0.003497459,39365
PG13514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18101312,0.13569,0.006363797,113958
PG13515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17974979,0.14808001,0.006821675,133762
PG1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23245299,0.15226001,0.003178498,48417
PG13520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20838836,0.16031,0.009248532,154109
PG13522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.29301333,0.12841,0.006026182,27582
PG13526,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3744798,0.091499999,0.001365319,14950
PG13527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24222663,0.14544,0.004459685,48559
PG13528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.18814208,0.12609001,0.005226216,110535
PG1353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.19139022,0.11236,0.003565728,100122
PG13530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17849204,0.16467001,0.005023869,85005
PG13531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.29014245,0.11808,0.002866801,30770
PG13532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18985337,0.14979,0.005883316,96052
PG13537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24374777,0.11993,0.005345792,76371
PG13539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28673834,0.11012,0.003158048,37761
PG1354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21290012,0.14065,0.004609338,67047
PG13541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.202378,0.12236,0.003528392,74038
PG13542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2169539,0.12559,0.003816284,64942
PG13546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17395969,0.14264999,0.006355406,88057
PG13547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15589403,0.14638001,0.006532551,143445
PG1355,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2412771,0.12837,0.004092094,43436
PG13554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.32658392,0.14088,0.001444268,21109
PG13556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22957994,0.14131001,0.003395322,54224
PG1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17765179,0.12967999,0.004853491,114335
PG13560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.40730584,0.1196,0.001628363,11296
PG13561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.17412755,0.17321,0.009691571,90186
PG13567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19655769,0.11538,0.004237467,88554
PG1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG13572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19228081,0.15105,0.004475717,64725
PG13573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18328696,0.12541001,0.004234191,85816
PG13576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26359728,0.18182001,0.003755077,36232
PG13577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22825614,0.1079,0.003142015,49916
PG13578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.42202964,0.12058,0.00055876,11771
PG13587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.42121279,0.11372,0.000548439,11655
PG1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3767834,0.07965,0.001489548,17681
PG13597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17681482,0.1476,0.005897831,105496
PG1361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25054124,0.12012,0.003018191,42464
PG13619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.20940863,0.17555,0.004807487,70474
PG1362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2353909,0.1243,0.003339419,44648
PG13623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19622076,0.16291,0.009069886,156843
PG13626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.17156316,0.14576,0.010095776,149454
PG1363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24106658,0.12706,0.002870322,43415
PG13634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.20846622,0.14543,0.005019114,82415
PG13636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.21762292,0.14053001,0.004839849,73748
PG13637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.24354753,0.13440999,0.00359525,53938
PG1364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25134313,0.11948,0.003055084,42704
PG13643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.27688712,0.16595,0.003019678,30988
PG13644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.43646288,0.13512,0.000471405,11039
PG13655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.20158836,0.15121999,0.005984284,79755
PG1366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13760068,0.13792001,0.010002581,275023
PG13664,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.34360534,0.10249,0.00317445,23797
PG13667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18991967,0.11752,0.005161685,115362
PG1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4292804,0.12718999,0.000245353,10112
PG13670,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.19501264,0.13383,0.009420859,66390
PG13675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.32965711,0.1584,0.001663511,19961
PG13678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2729429,0.15017,0.002690663,39969
PG13679,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22561307,0.14984,0.003176603,52154
PG1368,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.17330597,0.12436,0.005619522,119580
PG13685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18490343,0.1226,0.00530706,122276
PG1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33124357,0.18578,0.002215831,19161
PG13695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16589653,0.14241,0.00519626,117215
PG137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3524625,0.12838,0.002797889,16478
PG13707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16453981,0.14004,0.006540465,146187
PG13709,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.20666184,0.10093,0.004221111,77449
PG13711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26782763,0.17072999,0.002829004,31132
